"name","mean.wt","mean.upf3","P.value","q.value","ratio.upf3.to.wt","comment"
"YCR038C",3.08717604676108,10.1962640860332,NA,NA,3.30278025340687,"significant by 2 fold difference"
"YER104W",4.39457558493419,14.5102922100749,NA,NA,3.3018642937489,"significant by 2 fold difference"
"YGL193C",4.44279953794044,14.5800015970372,"<0.000001","<0.000001",3.28171493503758,"significant by q value and 1.5 fold difference"
"YDL176W",3.56993259790248,11.6333701098082,NA,NA,3.2587086144549,"significant by 2 fold difference"
"YGR168C",5.18315210443242,16.7401355852418,NA,NA,3.22972107473487,"significant by 2 fold difference"
"YMR159C",5.30625710813065,16.9790052757069,NA,NA,3.19980825084604,"significant by 2 fold difference"
"YCR095W-A",4.64115571810073,14.6656649744938,NA,NA,3.15991659519136,"significant by 2 fold difference"
"YNL329C",6.73741674347859,21.2116484106678,NA,NA,3.14833551467621,"significant by 2 fold difference"
"YLR288C",5.19403528286172,16.3235841898997,NA,NA,3.14275573825252,"significant by 2 fold difference"
"YMR320W",8.59881628219317,26.9036230340084,NA,NA,3.12875890716745,"significant by 2 fold difference"
"YKL220C",4.01972023883158,12.5723905640519,NA,NA,3.12767800171743,"significant by 2 fold difference"
"YLR010C",6.18223825133595,19.264702165254,NA,NA,3.11613713060816,"significant by 2 fold difference"
"YPR121W",5.64349992285719,17.5340732556414,NA,NA,3.1069502073749,"significant by 2 fold difference"
"YJR155W",7.70807042902497,23.9090253902434,NA,NA,3.10181719412075,"significant by 2 fold difference"
"YJR149W",6.74099065440149,20.8046825725374,NA,NA,3.08629452837961,"significant by 2 fold difference"
"YLR453C",5.60694753919677,17.2464523944669,NA,NA,3.07590757250737,"significant by 2 fold difference"
"YCL004W",5.96850914184155,18.3038228595167,NA,NA,3.06673281794943,"significant by 2 fold difference"
"YOL164W",5.14910609209429,15.7722868427645,"<0.000001","<0.000001",3.06311164708386,"significant by q value and 1.5 fold difference"
"YDR124W",5.86289764015257,17.7090934084097,NA,NA,3.02053600375477,"significant by 2 fold difference"
"YMR036C",3.08602079208564,9.28088696969754,NA,NA,3.00739612432267,"significant by 2 fold difference"
"YOR349W",5.67005361773972,16.9677429983254,NA,NA,2.99251896758771,"significant by 2 fold difference"
"YAR023C",7.22132138156661,21.5809125926068,NA,NA,2.98849911980029,"significant by 2 fold difference"
"YDR332W",5.84122664755768,17.4370750958157,NA,NA,2.98517351712529,"significant by 2 fold difference"
"YHR035W",2.62338385582497,7.82484706157723,NA,NA,2.98273050823382,"significant by 2 fold difference"
"YJL106W",7.41725162606082,22.010379378946,NA,NA,2.96745755551984,"significant by 2 fold difference"
"YJL083W",2.87210445257792,8.51657550767323,NA,NA,2.96527359930416,"significant by 2 fold difference"
"YPL258C",4.62850378735729,13.635531250453,NA,NA,2.9459911619168,"significant by 2 fold difference"
"YGR236C",4.10195554178451,11.9714149899777,NA,NA,2.91846531929249,"significant by 2 fold difference"
"YDR215C",8.87648486776417,25.622729698711,NA,NA,2.88658518325903,"significant by 2 fold difference"
"YAR071W",4.4668372759971,12.8885678211686,NA,NA,2.88539004776966,"significant by 2 fold difference"
"YER077C",4.79549622521012,13.8128535671627,NA,NA,2.88038044833566,"significant by 2 fold difference"
"YER065C",3.71363390604637,10.6964189437382,NA,NA,2.8803105568168,"significant by 2 fold difference"
"YLR174W",5.62548278269905,16.1052530254411,NA,NA,2.86291037543874,"significant by 2 fold difference"
"YCR020W-B",6.39524062586183,18.2338946359185,"<0.000001","<0.000001",2.8511663129894,"significant by q value and 1.5 fold difference"
"YHR150W",5.24427538218167,14.9040597636802,NA,NA,2.84196741733269,"significant by 2 fold difference"
"YGR154C",6.2003962853946,17.5430572987954,"<0.000001","<0.000001",2.82934452756175,"significant by q value and 1.5 fold difference"
"YLL055W",4.38721406519478,12.3863951916922,NA,NA,2.82329401019146,"significant by 2 fold difference"
"YDL013W",5.58730381162395,15.7150984320861,NA,NA,2.81264433829283,"significant by 2 fold difference"
"YOR305W",5.12499428575033,14.3726562659988,NA,NA,2.80442386169306,"significant by 2 fold difference"
"YGR071C",7.57687088396707,21.183189590607,NA,NA,2.79577016884785,"significant by 2 fold difference"
"YER185W",5.79220436362749,16.1545579940995,NA,NA,2.78901726871777,"significant by 2 fold difference"
"YGL194C",3.18829927895885,8.88343292920408,NA,NA,2.78626068381667,"significant by 2 fold difference"
"YHL047C",8.23134561811667,22.8772317740806,NA,NA,2.77928212900321,"significant by 2 fold difference"
"YDR273W",5.71879114543823,15.86153197478,NA,NA,2.77358126418595,"significant by 2 fold difference"
"YPL149W",5.99180164440365,16.6103471664661,"<0.000001","<0.000001",2.77217907938928,"significant by q value and 1.5 fold difference"
"YGL128C",6.59235742642428,18.1900033060934,NA,NA,2.75925623103839,"significant by 2 fold difference"
"YHR156C",7.10973186758255,19.5867357403981,NA,NA,2.75491904690606,"significant by 2 fold difference"
"YER041W",6.4704918595898,17.7750903606624,NA,NA,2.74710033586059,"significant by 2 fold difference"
"YKR091W",5.42883555476818,14.9069958630894,"<0.000001","<0.000001",2.74589195283259,"significant by q value and 1.5 fold difference"
"YDL243C",5.88948775003353,16.1637885495336,NA,NA,2.74451518291071,"significant by 2 fold difference"
"YLR233C",6.34503763017717,17.2797163337469,NA,NA,2.72334339698226,"significant by 2 fold difference"
"YDR282C",6.99116518066453,18.9971960709483,NA,NA,2.71731472222811,"significant by 2 fold difference"
"YHR204W",6.43386777522067,17.4528174083225,NA,NA,2.71264782212966,"significant by 2 fold difference"
"YER045C",5.20926297127647,14.1193055456231,NA,NA,2.710422880065,"significant by 2 fold difference"
"YDR005C",6.09251163436658,16.4466189898571,NA,NA,2.69948093280367,"significant by 2 fold difference"
"YGL018C",9.04880720247894,24.3902130437032,NA,NA,2.69540642185651,"significant by 2 fold difference"
"YMR124W",7.37809324010514,19.7798632223816,NA,NA,2.68089092651527,"significant by 2 fold difference"
"YOR299W",5.99488292733316,16.0692236341783,NA,NA,2.68048998270041,"significant by 2 fold difference"
"YOR009W",5.8541744842951,15.6357579203349,NA,NA,2.67087323110725,"significant by 2 fold difference"
"YCR091W",6.64465303653147,17.6321524115206,NA,NA,2.65358511792583,"significant by 2 fold difference"
"YFL002C",6.0485528210519,16.0142291698412,NA,NA,2.64761334547727,"significant by 2 fold difference"
"YHR021W-A",5.15911694356663,13.6528951137282,"<0.000001","<0.000001",2.64636279097205,"significant by q value and 1.5 fold difference"
"YLR376C",4.34235454695449,11.4727069936773,NA,NA,2.64204750432542,"significant by 2 fold difference"
"YNL127W",5.78696968797116,15.2451400163433,NA,NA,2.63439085365039,"significant by 2 fold difference"
"YHR167W",6.05008557083942,15.91556925879,NA,NA,2.6306353972084,"significant by 2 fold difference"
"YCR107W",6.26770425038347,16.4659635109556,NA,NA,2.62711239285871,"significant by 2 fold difference"
"YOL116W",6.22466742794134,16.2332037030723,NA,NA,2.60788289350281,"significant by 2 fold difference"
"YKR069W",5.55298281161007,14.4485755774472,NA,NA,2.60194855046883,"significant by 2 fold difference"
"YHR102W",4.71839274366725,12.2762108258287,NA,NA,2.60177808265433,"significant by 2 fold difference"
"YDR387C",8.07397857123062,20.9545244974184,"<0.000001","<0.000001",2.59531584243783,"significant by q value and 1.5 fold difference"
"YDL216C",5.40987093591144,14.0127675871225,NA,NA,2.59022216114323,"significant by 2 fold difference"
"YPL064C",6.81086198781352,17.6240955482448,"<0.000001","<0.000001",2.58764537877571,"significant by q value and 1.5 fold difference"
"YNL042W",4.93270521977314,12.6805665275725,NA,NA,2.57071241085753,"significant by 2 fold difference"
"YLR318W",5.31868800358584,13.6644382223573,NA,NA,2.56913701520841,"significant by 2 fold difference"
"YFR022W",7.73961448126151,19.8577056538546,NA,NA,2.56572284083818,"significant by 2 fold difference"
"YBR008C",9.28731188418413,23.781322385237,NA,NA,2.5606249345126,"significant by 2 fold difference"
"YOR137C",6.09359267997472,15.5884981030388,NA,NA,2.55817855273902,"significant by 2 fold difference"
"YGL066W",5.19830310359821,13.2654300296171,NA,NA,2.55187698086225,"significant by 2 fold difference"
"YDL154W",7.11906589093743,18.155298937416,"<0.000001","<0.000001",2.55023611461831,"significant by q value and 1.5 fold difference"
"YOL015W",9.07257491396956,23.0795305774382,NA,NA,2.54387875507111,"significant by 2 fold difference"
"YGR237C",6.73814314478937,17.1245369037987,NA,NA,2.54143263742344,"significant by 2 fold difference"
"YDR383C",5.81063992882683,14.7562625228743,NA,NA,2.53952451083191,"significant by 2 fold difference"
"YNL162W-A",5.04065372762466,12.7986907564126,"<0.000001","<0.000001",2.53909342874933,"significant by q value and 1.5 fold difference"
"YPR085C",6.71625880692811,17.0455484421392,"<0.000001","<0.000001",2.53795288897384,"significant by q value and 1.5 fold difference"
"YKR101W",5.63254098684516,14.2914003737122,NA,NA,2.53729185585864,"significant by 2 fold difference"
"YLL056C",10.5551132766225,26.6258028735357,NA,NA,2.52255017788455,"significant by 2 fold difference"
"YEL073C",10.3995214126665,26.1794195287793,"<0.000001","<0.000001",2.51736772202739,"significant by q value and 1.5 fold difference"
"YDR437W",3.97042671916133,9.99351937882409,NA,NA,2.51698874848772,"significant by 2 fold difference"
"YBL014C",4.89763891013191,12.2987475344792,NA,NA,2.51115849088759,"significant by 2 fold difference"
"YKL133C",6.02525116618647,15.0971761893236,NA,NA,2.50565093021324,"significant by 2 fold difference"
"YML107C",4.62533593339244,11.5839363097693,"<0.000001","<0.000001",2.50445296873239,"significant by q value and 1.5 fold difference"
"YOL163W",5.51494223396596,13.8029009148068,NA,NA,2.50281876567921,"significant by 2 fold difference"
"YHR067W",8.30571443374593,20.7688125598549,"<0.000001","<0.000001",2.50054498327943,"significant by q value and 1.5 fold difference"
"YOR363C",7.24475415397771,18.0962800449679,NA,NA,2.49784598074073,"significant by 2 fold difference"
"YER058W",7.20477407308637,17.9896826535648,NA,NA,2.49691141888345,"significant by 2 fold difference"
"YJR151C",7.16563673379879,17.8867005231241,NA,NA,2.49617740720184,"significant by 2 fold difference"
"YOR269W",5.25972147949787,13.1096145488629,NA,NA,2.49245413468441,"significant by 2 fold difference"
"YLR265C",7.54346610562294,18.7524878991294,NA,NA,2.48592459176707,"significant by 2 fold difference"
"YOL108C",6.66786287811945,16.4531846632069,"<0.000001","<0.000001",2.46753494544675,"significant by q value and 1.5 fold difference"
"YBR018C",5.25097176919157,12.9568774104193,NA,NA,2.4675199143975,"significant by 2 fold difference"
"YML041C",5.10099568398791,12.5693351574331,NA,NA,2.46409445059686,"significant by 2 fold difference"
"YER139C",6.85892400483021,16.8758755199256,NA,NA,2.46042608258106,"significant by 2 fold difference"
"YEL053C",7.36113957982124,18.1078647240615,NA,NA,2.45992682623487,"significant by 2 fold difference"
"YER020W",6.07324846369901,14.9018962443196,NA,NA,2.45369448218545,"significant by 2 fold difference"
"YPL236C",4.0141828743384,9.84201995585127,NA,NA,2.45181155516573,"significant by 2 fold difference"
"YBR145W",4.58011940964187,11.2170311002798,"<0.000001","<0.000001",2.44906957592987,"significant by q value and 1.5 fold difference"
"YML082W",5.16121809583806,12.6360703967931,NA,NA,2.44827290034161,"significant by 2 fold difference"
"YGR067C",5.59199633933137,13.6829564815421,NA,NA,2.44688223153919,"significant by 2 fold difference"
"YMR150C",16.8183047567024,41.0292879091842,NA,NA,2.4395614482389,"significant by 2 fold difference"
"YOL067C",5.71231315221613,13.924938450603,NA,NA,2.43770572087784,"significant by 2 fold difference"
"YIL092W",4.76660803447628,11.6030214188648,NA,NA,2.43423023981448,"significant by 2 fold difference"
"YOL072W",4.85800011119506,11.7483779474907,NA,NA,2.41835687084836,"significant by 2 fold difference"
"YPL113C",4.30801421832379,10.4013075192199,NA,NA,2.41440881856397,"significant by 2 fold difference"
"YLL053C",8.55402437260412,20.5968108241257,NA,NA,2.40785037859968,"significant by 2 fold difference"
"YPL077C",4.51780096739264,10.8768231278632,NA,NA,2.40754809837063,"significant by 2 fold difference"
"YLR228C",7.35481253766965,17.6798403342227,NA,NA,2.40384649420643,"significant by 2 fold difference"
"YPL257W",7.74967829578936,18.6255834171736,"<0.000001","<0.000001",2.40340085178677,"significant by q value and 1.5 fold difference"
"YJR094C",6.44253009471037,15.4825625530427,NA,NA,2.40318047807873,"significant by 2 fold difference"
"YBR197C",9.13528465612285,21.8902941768654,NA,NA,2.39623558552099,"significant by 2 fold difference"
"YGR225W",3.43605272662808,8.22783154097593,NA,NA,2.39455916296436,"significant by 2 fold difference"
"YLR016C",8.59528443808392,20.5779949202567,"<0.000001","0.000002",2.39410284423862,"significant by q value and 1.5 fold difference"
"YBR194W",7.594862719052,18.1790203846111,NA,NA,2.39359433568277,"significant by 2 fold difference"
"YCL044C",3.84716413441892,9.20143365566378,"<0.000001","<0.000001",2.39174449910845,"significant by q value and 1.5 fold difference"
"YOR060C",7.44247085901453,17.7469515886664,NA,NA,2.38455103484494,"significant by 2 fold difference"
"YIR018C-A",8.2062660443301,19.5579114854113,NA,NA,2.38328996156837,"significant by 2 fold difference"
"YJL126W",8.44785988619547,20.1016614154724,"<0.000001","<0.000001",2.37949749241465,"significant by q value and 1.5 fold difference"
"YML068W",5.42229355576608,12.8665332093897,NA,NA,2.37289498937352,"significant by 2 fold difference"
"YHR157W",7.47338761792191,17.7306702418286,NA,NA,2.37250777670206,"significant by 2 fold difference"
"YMR240C",5.37363371685171,12.7309145380356,NA,NA,2.36914445770866,"significant by 2 fold difference"
"YHL016C",5.29382204395523,12.4745730558636,NA,NA,2.35643981839318,"significant by 2 fold difference"
"YDR336W",4.92922276980959,11.6073113348795,"<0.000001","0.000002",2.35479544685457,"significant by q value and 1.5 fold difference"
"YNR040W",7.26442994580153,17.1010756287396,NA,NA,2.35408363165827,"significant by 2 fold difference"
"YLR098C",5.49450425601947,12.8849216154031,NA,NA,2.3450562625895,"significant by 2 fold difference"
"YOR377W",7.78687131171093,18.245062644186,NA,NA,2.34305434285868,"significant by 2 fold difference"
"YDL177C",7.57212816026736,17.6967402272943,NA,NA,2.33708936942629,"significant by 2 fold difference"
"YGR040W",4.79977781384379,11.2030028247567,"<0.000001","<0.000001",2.3340669629424,"significant by q value and 1.5 fold difference"
"YPL148C",5.97969193684628,13.9565033828591,"<0.000001","0.000002",2.33398367846686,"significant by q value and 1.5 fold difference"
"YDL104C",3.57127550415036,8.32745619188385,"<0.000001","<0.000001",2.3317876714373,"significant by q value and 1.5 fold difference"
"YNL249C",6.50179954417939,15.1498299217533,"<0.000001","0.000001",2.33009797038666,"significant by q value and 1.5 fold difference"
"YGL136C",6.06549977909419,14.1278258749477,NA,NA,2.32921051677254,"significant by 2 fold difference"
"YJL023C",6.10232172831394,14.1772438940916,"<0.000001","<0.000001",2.32325408677014,"significant by q value and 1.5 fold difference"
"YPL034W",7.8499108685974,18.1999023168043,"<0.000001","<0.000001",2.31848521868073,"significant by q value and 1.5 fold difference"
"YOR044W",4.82101278585782,11.1516062061319,NA,NA,2.3131252086376,"significant by 2 fold difference"
"YPL174C",5.86686383109544,13.5685972129596,NA,NA,2.312751344431,"significant by 2 fold difference"
"YLR246W",5.90665293519606,13.6559187817356,NA,NA,2.31195550704593,"significant by 2 fold difference"
"YDL179W",4.68897740277299,10.8368753922858,"<0.000001","0.000002",2.31113832749056,"significant by q value and 1.5 fold difference"
"YEL005C",6.8771618298412,15.8566784539779,NA,NA,2.30570093394821,"significant by 2 fold difference"
"YMR096W",7.56617454359571,17.4283287872552,NA,NA,2.30345317661317,"significant by 2 fold difference"
"YPL162C",6.73416729899423,15.501653422119,NA,NA,2.30194064594063,"significant by 2 fold difference"
"YMR180C",10.1145285797194,23.2820038704734,"<0.000001","0.000001",2.30183776603845,"significant by q value and 1.5 fold difference"
"YFL027C",5.59864540843351,12.8815366883456,"<0.000001","0.000003",2.30083095974278,"significant by q value and 1.5 fold difference"
"YIL071C",6.97944355391919,15.971045605609,NA,NA,2.28829783953775,"significant by 2 fold difference"
"YBR063C",7.1990048076594,16.4601222419346,"<0.000001","0.000003",2.28644412411307,"significant by q value and 1.5 fold difference"
"YDR438W",4.47038812338204,10.2196061465498,NA,NA,2.28606686142013,"significant by 2 fold difference"
"YLL051C",6.33896895166195,14.4589250477574,"<0.000001","0.000002",2.28095848993969,"significant by q value and 1.5 fold difference"
"YDL197C",7.34498792928337,16.7480324813839,NA,NA,2.28019877535973,"significant by 2 fold difference"
"YKL159C",7.91515204415621,18.0348260588561,"<0.000001","0.000002",2.278519219624,"significant by q value and 1.5 fold difference"
"YIR032C",7.27196635214381,16.5422371561277,NA,NA,2.27479561305327,"significant by 2 fold difference"
"YGL045W",3.71997626683877,8.45705848720633,NA,NA,2.27341732327586,"significant by 2 fold difference"
"YIL102C-A",10.9158704990851,24.8056195010057,"<0.000001","0.000005",2.27243622055472,"significant by q value and 1.5 fold difference"
"YBL025W",6.20224093473717,14.0844845870987,"<0.000001","0.000002",2.27087027661488,"significant by q value and 1.5 fold difference"
"YBL029W",6.70643511701695,15.1700451101277,"<0.000001","0.000004",2.26201325226202,"significant by q value and 1.5 fold difference"
"YDR386W",6.24460440318635,14.1227561942593,NA,NA,2.26159341447684,"significant by 2 fold difference"
"YHL035C",7.32621322578176,16.5664972591439,"<0.000001","0.000004",2.26126332234565,"significant by q value and 1.5 fold difference"
"YDR078C",6.71997794562159,15.1952947708734,NA,NA,2.26121200007418,"significant by 2 fold difference"
"YPL018W",4.73976422058993,10.7154016821047,NA,NA,2.26074572139183,"significant by 2 fold difference"
"YDR065W",5.09081154732124,11.4999184811609,NA,NA,2.25895584117862,"significant by 2 fold difference"
"YEL018W",5.05717191111902,11.4104347370557,"<0.000001","0.000002",2.25628769153922,"significant by q value and 1.5 fold difference"
"YOR019W",6.78363403958141,15.3005195686744,NA,NA,2.25550486352865,"significant by 2 fold difference"
"YLR035C",6.10522732683379,13.757182864795,NA,NA,2.25334490074254,"significant by 2 fold difference"
"YLR431C",5.05316342365442,11.3698844506556,NA,NA,2.25005278820627,"significant by 2 fold difference"
"YOR114W",5.97161985091779,13.4166442879304,NA,NA,2.24673449129022,"significant by 2 fold difference"
"YMR223W",5.66199619933812,12.7176758902945,NA,NA,2.24614701998231,"significant by 2 fold difference"
"YDL115C",8.13693558589059,18.2577260682651,NA,NA,2.24380860282634,"significant by 2 fold difference"
"YFR008W",6.65634118079916,14.9260488194382,NA,NA,2.24238037294329,"significant by 2 fold difference"
"YHR134W",6.21135099948981,13.8747957174241,"<0.000001","0.000004",2.23378065714911,"significant by q value and 1.5 fold difference"
"YOR211C",5.44489896174403,12.1193460021744,NA,NA,2.22581650960378,"significant by 2 fold difference"
"YLR266C",5.57823966588056,12.40901083713,NA,NA,2.2245388474486,"significant by 2 fold difference"
"YMR154C",7.86859569050462,17.4960802290033,NA,NA,2.22353275186278,"significant by 2 fold difference"
"YCL056C",6.39041287941842,14.2054483196822,"<0.000001","0.000005",2.22293122333827,"significant by q value and 1.5 fold difference"
"YBR193C",7.04074756008293,15.6312542547843,NA,NA,2.22011286747514,"significant by 2 fold difference"
"YHR211W",7.68800419176739,17.0570510783944,NA,NA,2.21865787959114,"significant by 2 fold difference"
"YMR201C",6.28112562847549,13.9000667427565,"<0.000001","0.000003",2.21298976727046,"significant by q value and 1.5 fold difference"
"YDR285W",6.92089929082906,15.3098472677419,NA,NA,2.21211819799619,"significant by 2 fold difference"
"YMR316W",9.00622558633352,19.9174268381142,NA,NA,2.21151764934001,"significant by 2 fold difference"
"YFR035C",5.06225220182364,11.1906691871465,NA,NA,2.21061075999238,"significant by 2 fold difference"
"YOL068C",5.89725983332058,12.9876584886834,NA,NA,2.20232088389608,"significant by 2 fold difference"
"YIL073C",6.62962818894129,14.5656017944477,NA,NA,2.1970465581681,"significant by 2 fold difference"
"YGL249W",7.19280271854497,15.7771151261074,NA,NA,2.19345862016064,"significant by 2 fold difference"
"YPL076W",7.39420812126841,16.2171829989907,NA,NA,2.19322782548468,"significant by 2 fold difference"
"YAR018C",8.09212184839125,17.7311465866822,"<0.000001","0.000018",2.19116159134544,"significant by q value and 1.5 fold difference"
"YDR013W",5.78066026690234,12.642462376134,"<0.000001","0.000017",2.18702739694278,"significant by q value and 1.5 fold difference"
"YNL143C",7.64206779563212,16.7053412341622,"<0.000001","0.00001",2.18597134714118,"significant by q value and 1.5 fold difference"
"YPL071C",6.68520005048923,14.5664734828488,"<0.000001","0.000006",2.17891362604516,"significant by q value and 1.5 fold difference"
"YNL142W",5.06900528787963,11.038811997235,NA,NA,2.17770772968607,"significant by 2 fold difference"
"YDR130C",4.87390804288418,10.6113644078815,"<0.000001","0.000006",2.17717780362596,"significant by q value and 1.5 fold difference"
"YJR122W",5.1265005993622,11.1556336304259,NA,NA,2.17607184749258,"significant by 2 fold difference"
"YPL269W",5.25418217994359,11.4274476239896,NA,NA,2.17492413331437,"significant by 2 fold difference"
"YOR213C",5.96845870835094,12.9808948237571,NA,NA,2.1749157459353,"significant by 2 fold difference"
"YPL036W",7.11945056693684,15.4659637954754,NA,NA,2.1723535615656,"significant by 2 fold difference"
"YDR364C",5.28042445066667,11.4421951657309,"<0.000001","0.00001",2.16690822350205,"significant by q value and 1.5 fold difference"
"YPL228W",5.50300810196784,11.9225090751677,NA,NA,2.16654397999238,"significant by 2 fold difference"
"YGL117W",5.45223393010288,11.8118261388671,NA,NA,2.16641954294214,"significant by 2 fold difference"
"YMR103C",8.86327871513567,19.1819897227865,NA,NA,2.1642092434744,"significant by 2 fold difference"
"YML114C",8.11100984700195,17.4980436230407,NA,NA,2.15731998272798,"significant by 2 fold difference"
"YJL094C",6.2287584303972,13.4320711342116,NA,NA,2.15646043819283,"significant by 2 fold difference"
"YOR148C",9.34375773200322,20.1482173894413,"<0.000001","0.000013",2.15632917369334,"significant by q value and 1.5 fold difference"
"YLR271W",6.01058308706836,12.9573485991819,"<0.000001","0.000011",2.15575567486279,"significant by q value and 1.5 fold difference"
"YLR457C",6.27087417169147,13.5083641089659,NA,NA,2.15414370295398,"significant by 2 fold difference"
"YLR006C",3.7218248177648,8.00482811797871,NA,NA,2.15078046655246,"significant by 2 fold difference"
"YMR113W",7.12828706177313,15.2617355083841,NA,NA,2.14101022814138,"significant by 2 fold difference"
"YBR043C",5.98998874094764,12.8155840567805,"<0.000001","0.000018",2.13950052513004,"significant by q value and 1.5 fold difference"
"YGR043C",10.0379366861157,21.4714420561284,"<0.000001","0.000006",2.13902943677931,"significant by q value and 1.5 fold difference"
"YNR059W",7.71443999746419,16.4854789577456,"<0.000001","0.000016",2.13696379298621,"significant by q value and 1.5 fold difference"
"YCR099C",8.4857517419761,18.1190723118445,NA,NA,2.13523478682692,"significant by 2 fold difference"
"YMR055C",5.86050790009055,12.4976546118864,NA,NA,2.13252073454133,"significant by 2 fold difference"
"YOR192C",5.65608418571815,12.0378938048274,NA,NA,2.12830881039989,"significant by 2 fold difference"
"YJL193W",5.3965625352305,11.4795744247842,"<0.000001","0.000014",2.12720122297144,"significant by q value and 1.5 fold difference"
"YNL146C-A",7.10342138147315,15.1088724015225,NA,NA,2.12698523572441,"significant by 2 fold difference"
"YDR021W",4.59289640075392,9.76036547910995,NA,NA,2.12510029129065,"significant by 2 fold difference"
"YDR466W",6.32023436005499,13.4218666979427,NA,NA,2.1236343358992,"significant by 2 fold difference"
"YJR021C",8.44143990357427,17.9145963149251,NA,NA,2.12222044101027,"significant by 2 fold difference"
"YEL030W",10.1686156626068,21.553445440598,"<0.000001","0.000039",2.11960468914729,"significant by q value and 1.5 fold difference"
"YJR004C",9.22257335359274,19.5350304863889,NA,NA,2.11817566935142,"significant by 2 fold difference"
"YDR365C",7.76009398684038,16.4027610189383,"<0.000001","0.000026",2.11373226236102,"significant by q value and 1.5 fold difference"
"YOL133W",11.8276043502185,24.986918011567,"<0.000001","0.000036",2.11259332589236,"significant by q value and 1.5 fold difference"
"YJR067C",5.99013894451022,12.6366284355382,"<0.000001","0.000028",2.10957184008549,"significant by q value and 1.5 fold difference"
"YLR026C",6.29972954104322,13.2752305783658,NA,NA,2.10726992196676,"significant by 2 fold difference"
"YOL105C",4.25176499184481,8.95760265928554,NA,NA,2.10679627789092,"significant by 2 fold difference"
"YPL151C",6.18029091785437,13.0130438316538,NA,NA,2.10557140507095,"significant by 2 fold difference"
